query_name|arxiv_id|authors|title|year|quality_score|summary|arxiv_url|pdf_downloaded
critical path identification distributed systems|2403.05778v1|Mohamed Abuella; M. Amine Atoui; Slawomir Nowaczyk|Spatial Clustering Approach for Vessel Path Identification|2024|70|This paper addresses the challenge of identifying the paths for vessels with operating routes of repetitive paths, partially repetitive paths, and new...|https://arxiv.org/abs/2403.05778v1|No
sequencing recovery procedures dependencies|2506.00662v1|Taeho Jo; Eun Hye Lee; Alzheimer's Disease Sequencing Project|Uncertainty-Aware Genomic Classification of Alzheimer's Disease: A Transformer-Based Ensemble Approach with Monte Carlo Dropout|2025|130|INTRODUCTION: Alzheimer's disease (AD) is genetically complex, complicating robust classification from genomic data. METHODS: We developed a transform...|https://arxiv.org/abs/2506.00662v1|No
sequencing recovery procedures dependencies|2507.09824v2|Mingya Huang; Soham Ghosh|Spatial Dependencies in Item Response Theory: Gaussian Process Priors for Geographic and Cognitive Measurement|2025|130|Measurement validity in Item Response Theory depends on appropriately modeling dependencies between items when these reflect meaningful theoretical st...|https://arxiv.org/abs/2507.09824v2|No
sequencing recovery procedures dependencies|2510.01893v1|Jakob Deutsch|A note on the recovery sequence in the double gradient model for phase transitions|2025|130|We investigate the $\limsup$ inequality in the double gradient model for phase transitions governed by a Modica--Mortola functional with a double-well...|https://arxiv.org/abs/2510.01893v1|No
sequencing recovery procedures dependencies|2507.19484v1|Shailesh Mishra; Simone Colombo; Pasindu Tennage|Towards the ideals of Self-Recovery and Metadata Privacy in Social Vault Recovery|2025|130|Social key recovery mechanisms enable users to recover their vaults with the help of trusted contacts, or trustees, avoiding the need for a single poi...|https://arxiv.org/abs/2507.19484v1|No
sequencing recovery procedures dependencies|2411.07772v2|Vincent Herrmann; Dylan R. Ashley; Jürgen Schmidhuber|Automatic Album Sequencing|2024|100|Album sequencing is a critical part of the album production process. Recently, a data-driven approach was proposed that sequences general collections ...|https://arxiv.org/abs/2411.07772v2|No
sequencing recovery procedures dependencies|2409.13798v1|C. Barbagallo; P. Duchesne; W. Kaabi|HOM-Damping Studies in a Multi-Cell Elliptical Superconducting RF Cavity for the Multi-Turn Energy Recovery Linac PERLE|2024|100|Higher order mode (HOM) damping is a crucial issue for the next generation of high-current energy recovery linacs (ERLs). Beam-induced HOMs can store ...|https://arxiv.org/abs/2409.13798v1|No
sequencing recovery procedures dependencies|2511.02866v1|Ahmad Tahmasivand; Noureldin Zahran; Saba Al-Sayouri|LM-Fix: Lightweight Bit-Flip Detection and Rapid Recovery Framework for Language Models|2025|100|This paper presents LM-Fix, a lightweight detection and rapid recovery framework for faults in large language models (LLMs). Existing integrity approa...|https://arxiv.org/abs/2511.02866v1|No
sequencing recovery procedures dependencies|2402.11363v3|Shiva Ebrahimi; Xuan Guo|Transformer-based de novo peptide sequencing for data-independent acquisition mass spectrometry|2024|100|Tandem mass spectrometry (MS/MS) stands as the predominant high-throughput technique for comprehensively analyzing protein content within biological s...|https://arxiv.org/abs/2402.11363v3|No
sequencing recovery procedures dependencies|2504.17611v1|Monitirtha Dey; Subir Kumar Bhandari|Some Results on Generalized Familywise Error Rate Controlling Procedures under Dependence|2025|100|The topic of multiple hypotheses testing now has a potpourri of novel theories and ubiquitous applications in diverse scientific fields. However, the ...|https://arxiv.org/abs/2504.17611v1|No
sequencing recovery procedures dependencies|2510.17691v1|Bama Srinivasan|A Mimamsa Inspired Framework For Instruction Sequencing In AI Agents|2025|100|This paper presents a formal framework for sequencing instructions in AI agents, inspired by the Indian philosophical system of Mimamsa. The framework...|https://arxiv.org/abs/2510.17691v1|No
sequencing recovery procedures dependencies|2511.05941v1|Jinyan Chen; Minjeong Song; Valerio Scarani|Recovery of optical losses with the Petz recovery map|2025|100|Optical systems are a main platform for quantum information processing, while a hidden challenge in these systems is information loss due to scatterin...|https://arxiv.org/abs/2511.05941v1|No
sequencing recovery procedures dependencies|2509.00948v2|Denghang Hu; Taolue Chen; Philipp Rümmer|Decision Procedure for A Theory of String Sequences|2025|100|The theory of sequences, supported by many SMT solvers, can model program data types including bounded arrays and lists. Sequences are parameterized b...|https://arxiv.org/abs/2509.00948v2|No
sequencing recovery procedures dependencies|2503.07142v1|Guillaume Wisniewski; Ophélie Lacroix|A Systematic Comparison of Syntactic Representations of Dependency Parsing|2025|100|We compare the performance of a transition-based parser in regards to different annotation schemes. We pro-pose to convert some specific syntactic con...|https://arxiv.org/abs/2503.07142v1|No
sequencing recovery procedures dependencies|2410.13492v2|Ignacio A. Perez; Cristian E. La Rocca|Recovery of contour nodes in interdependent directed networks|2024|100|Extensive research has focused on studying the robustness of interdependent non-directed networks and the design of mitigation strategies aimed at red...|https://arxiv.org/abs/2410.13492v2|No
sequencing recovery procedures dependencies|2408.05001v1|Ioana Sandu; Rita Borgo; Prokar Dasgupta|A Formal Approach For Modelling And Analysing Surgical Procedures (Extended Version)|2024|70|"Surgical procedures are often not ""standardised"" (i.e., defined in a unique and unambiguous way), but rather exist as implicit knowledge in the minds ..."|https://arxiv.org/abs/2408.05001v1|No
orchestration dependency validation|2510.04404v2|Jahidul Arafat; Fariha Tasmin; Sanjaya Poudel|Next-Generation Event-Driven Architectures: Performance, Scalability, and Intelligent Orchestration Across Messaging Frameworks|2025|130|Modern distributed systems demand low-latency, fault-tolerant event processing that exceeds traditional messaging architecture limits. While framework...|https://arxiv.org/abs/2510.04404v2|No
orchestration dependency validation|2505.06041v1|Garegin Grigoryan; Minseok Kwon; M. Mustafa Rafique|Extending the Control Plane of Container Orchestrators for I/O Virtualization|2025|130|Single Root Input/Output Virtualization (SR-IOV) is a standard technology for forking a single PCI express device and providing it to applications whi...|https://arxiv.org/abs/2505.06041v1|No
orchestration dependency validation|2507.07872v2|Daniel Betschinske; Steven Peters|Improving AEBS Validation Through Objective Intervention Classification Leveraging the Prediction Divergence Principle|2025|130|The safety validation of automatic emergency braking system (AEBS) requires accurately distinguishing between false positive (FP) and true positive (T...|https://arxiv.org/abs/2507.07872v2|No
orchestration dependency validation|2510.15755v1|Atsushi Koshiba; Charalampos Mainas; Pramod Bhatotia|Funky: Cloud-Native FPGA Virtualization and Orchestration|2025|130|The adoption of FPGAs in cloud-native environments is facing impediments due to FPGA limitations and CPU-oriented design of orchestrators, as they lac...|https://arxiv.org/abs/2510.15755v1|No
orchestration dependency validation|2505.21899v1|Jianfei Liu; Rui Li; Zhilin Yang|Joint$λ$: Orchestrating Serverless Workflows on Jointcloud FaaS Systems|2025|130|Existing serverless workflow orchestration systems are predominantly designed for a single-cloud FaaS system, leading to vendor lock-in. This restrict...|https://arxiv.org/abs/2505.21899v1|No
orchestration dependency validation|2507.10571v3|Konstantinos I. Roumeliotis; Ranjan Sapkota; Manoj Karkee|Agentic AI with Orchestrator-Agent Trust: A Modular Visual Classification Framework with Trust-Aware Orchestration and RAG-Based Reasoning|2025|130|Modern Artificial Intelligence (AI) increasingly relies on multi-agent architectures that blend visual and language understanding. Yet, a pressing cha...|https://arxiv.org/abs/2507.10571v3|No
orchestration dependency validation|2507.16077v1|Rodrigo Moreira; Rafael Pasquini; Joberto S. B. Martins|AI-driven Orchestration at Scale: Estimating Service Metrics on National-Wide Testbeds|2025|130|Network Slicing (NS) realization requires AI-native orchestration architectures to efficiently and intelligently handle heterogeneous user requirement...|https://arxiv.org/abs/2507.16077v1|No
orchestration dependency validation|2510.19423v1|Jia-Kai Dong; I-Wei Huang; Chun-Tin Wu|MSC-Bench: A Rigorous Benchmark for Multi-Server Tool Orchestration|2025|130|We introduce MSC-Bench, a large-scale benchmark for evaluating multi-hop, end-to-end tool orchestration by LLM agents in a hierarchical Model-Context ...|https://arxiv.org/abs/2510.19423v1|No
orchestration dependency validation|2510.00197v1|Diogo Maia; Filipe Correia; André Restivo|Container Orchestration Patterns for Optimizing Resource Use|2025|130|Service-based architectures provide substantial benefits, yet service orchestration remains a challenge, particularly for newcomers. While various res...|https://arxiv.org/abs/2510.00197v1|No
orchestration dependency validation|2509.04670v2|Jamal Ardister; James Geddes; Brian F. Feeny|Modeling and Computational Fluid Dynamics Validation of a Nonholonomically Constrained Two-Rigid-Body Swimming System|2025|130|A simple nonholonomic dynamics model is developed as a low-order model for generating undulatory swim-like motions, validated through computational fl...|https://arxiv.org/abs/2509.04670v2|No
orchestration dependency validation|2512.15867v1|Tony Menzo; Alexander Roman; Sergei Gleyzer|HEPTAPOD: Orchestrating High Energy Physics Workflows Towards Autonomous Agency|2025|130|Many workflows in high-energy-physics (HEP) stand to benefit from recent advances in transformer-based large language models (LLMs). While early appli...|https://arxiv.org/abs/2512.15867v1|No
orchestration dependency validation|2508.10016v2|Tianyu Xie; Yuhang Wu; Yongdong Luo|Training-Free Multimodal Large Language Model Orchestration|2025|130|Different Multimodal Large Language Models (MLLMs) cannot be integrated into a unified multimodal input-output system directly. In previous work, trai...|https://arxiv.org/abs/2508.10016v2|No
orchestration dependency validation|2512.24902v1|Kuan-Cheng Chen; Felix Burt; Nitish K. Panigrahy|Adaptive Resource Orchestration for Distributed Quantum Computing Systems|2025|130|Scaling quantum computing beyond a single device requires networking many quantum processing units (QPUs) into a coherent quantum-HPC system. We propo...|https://arxiv.org/abs/2512.24902v1|No
orchestration dependency validation|2507.10820v1|Robert Müller|Semantic Context for Tool Orchestration|2025|100|This paper demonstrates that Semantic Context (SC), leveraging descriptive tool information, is a foundational component for robust tool orchestration...|https://arxiv.org/abs/2507.10820v1|No
orchestration dependency validation|2507.15314v1|Jozef Makiš; Alexander Meduna; Zbyněk Křivka|Orchestration of Music by Grammar Systems|2025|100|This application-oriented study concerns computational musicology, which makes use of grammar systems. We define multi-generative rule-synchronized sc...|https://arxiv.org/abs/2507.15314v1|No
