query_name|arxiv_id|authors|title|year|quality_score|summary|arxiv_url|pdf_downloaded
automated runbook generation procedures|2506.00694v2|Li Zhang; Morgan Gray; Jaromir Savelka|Measuring Faithfulness and Abstention: An Automated Pipeline for Evaluating LLM-Generated 3-ply Case-Based Legal Arguments|2025|100|Large Language Models (LLMs) demonstrate potential in complex legal tasks like argument generation, yet their reliability remains a concern. Building ...|https://arxiv.org/abs/2506.00694v2|Yes
automated runbook generation procedures|2511.20403v2|Andrea Lops; Fedelucio Narducci; Azzurra Ragone|LLMs for Automated Unit Test Generation and Assessment in Java: The AgoneTest Framework|2025|100|Unit testing is an essential but resource-intensive step in software development, ensuring individual code units function correctly. This paper introd...|https://arxiv.org/abs/2511.20403v2|Yes
automated runbook generation procedures|2411.07586v1|Avinash Anand; Akshit Gupta; Nishchay Yadav|A Comprehensive Survey of AI-Driven Advancements and Techniques in Automated Program Repair and Code Generation|2024|100|Bug fixing and code generation have been core research topics in software development for many years. The recent explosive growth in Large Language Mo...|https://arxiv.org/abs/2411.07586v1|Yes
automated runbook generation procedures|2403.15857v2|Hassan Sartaj; Asmar Muqeet; Muhammad Zohaib Iqbal|Automated System-level Testing of Unmanned Aerial Systems|2024|100|Unmanned aerial systems (UAS) rely on various avionics systems that are safety-critical and mission-critical. A major requirement of international saf...|https://arxiv.org/abs/2403.15857v2|Yes
automated runbook generation procedures|2507.22433v1|Olaf Op den Camp; Erwin de Gelder|Operationalization of Scenario-Based Safety Assessment of Automated Driving Systems|2025|100|Before introducing an Automated Driving System (ADS) on the road at scale, the manufacturer must conduct some sort of safety assurance. To structure a...|https://arxiv.org/abs/2507.22433v1|Yes
automated runbook generation procedures|2411.18583v1|Nurshat Fateh Ali; Md. Mahdi Mohtasim; Shakil Mosharrof|Automated Literature Review Using NLP Techniques and LLM-Based Retrieval-Augmented Generation|2024|100|This research presents and compares multiple approaches to automate the generation of literature reviews using several Natural Language Processing (NL...|https://arxiv.org/abs/2411.18583v1|Yes
natural language recovery procedures|2503.21676v2|Nicolas Zucchet; Jörg Bornschein; Stephanie Chan|How do language models learn facts? Dynamics, curricula and hallucinations|2025|130|Large language models accumulate vast knowledge during pre-training, yet the dynamics governing this acquisition remain poorly understood. This work i...|https://arxiv.org/abs/2503.21676v2|Yes
natural language recovery procedures|2512.10789v1|F. Taghiyev; A. Aslanbayli|Natural Language Interface for Firewall Configuration|2025|130|This paper presents the design and prototype implementation of a natural language interface for configuring enterprise firewalls. The framework allows...|https://arxiv.org/abs/2512.10789v1|Yes
natural language recovery procedures|2512.08480v1|Ju-Young Kim; Ji-Hong Park; Se-Yeon Lee|Soft Inductive Bias Approach via Explicit Reasoning Perspectives in Inappropriate Utterance Detection Using Large Language Models|2025|130|Recent incidents in certain online games and communities, where anonymity is guaranteed, show that unchecked inappropriate remarks frequently escalate...|https://arxiv.org/abs/2512.08480v1|Yes
natural language recovery procedures|2511.05184v1|Cong-Thanh Do; Rama Doddipatla; Kate Knill|Effectiveness of Chain-of-Thought in Distilling Reasoning Capability from Large Language Models|2025|130|Chain-of-Thought (CoT) prompting is a widely used method to improve the reasoning capability of Large Language Models (LLMs). More recently, CoT has b...|https://arxiv.org/abs/2511.05184v1|Yes
natural language recovery procedures|2403.13369v2|Phillip Richter-Pechanski; Philipp Wiesenbach; Dominic M. Schwab|Clinical information extraction for Low-resource languages with Few-shot learning using Pre-trained language models and Prompting|2024|100|Automatic extraction of medical information from clinical documents poses several challenges: high costs of required clinical expertise, limited inter...|https://arxiv.org/abs/2403.13369v2|Yes
natural language recovery procedures|2402.09977v1|Leonidas Gee; Andrea Zugarini; Leonardo Rigutini|Fast Vocabulary Transfer for Language Model Compression|2024|100|Real-world business applications require a trade-off between language model performance and size. We propose a new method for model compression that r...|https://arxiv.org/abs/2402.09977v1|Yes
natural language recovery procedures|2409.14674v1|Yinpei Dai; Jayjun Lee; Nima Fazeli|RACER: Rich Language-Guided Failure Recovery Policies for Imitation Learning|2024|100|Developing robust and correctable visuomotor policies for robotic manipulation is challenging due to the lack of self-recovery mechanisms from failure...|https://arxiv.org/abs/2409.14674v1|Yes
natural language recovery procedures|2505.11807v2|Yufei Xiang; Yiqun Shen; Yeqin Zhang|Retrospex: Language Agent Meets Offline Reinforcement Learning Critic|2025|100|Large Language Models (LLMs) possess extensive knowledge and commonsense reasoning capabilities, making them valuable for creating powerful agents. Ho...|https://arxiv.org/abs/2505.11807v2|Yes
natural language recovery procedures|2502.14437v1|Ehud Reiter|Natural Language Generation|2025|100|This book provides a broad overview of Natural Language Generation (NLG), including technology, user requirements, evaluation, and real-world applicat...|https://arxiv.org/abs/2502.14437v1|Yes
natural language recovery procedures|2503.16728v3|Emiel van Miltenburg; Chenghua Lin|Natural Language Generation|2025|100|This article provides a brief overview of the field of Natural Language Generation. The term Natural Language Generation (NLG), in its broadest defini...|https://arxiv.org/abs/2503.16728v3|Yes
natural language recovery procedures|2409.02228v1|Eric Zhang; Leshem Chosen; Jacob Andreas|Unforgettable Generalization in Language Models|2024|100|"When language models (LMs) are trained to forget (or ""unlearn'') a skill, how precisely does their behavior change? We study the behavior of transform..."|https://arxiv.org/abs/2409.02228v1|Yes
natural language recovery procedures|2507.03435v1|Jarosław A. Chudziak; Michał Wawer|ElliottAgents: A Natural Language-Driven Multi-Agent System for Stock Market Analysis and Prediction|2025|100|This paper presents ElliottAgents, a multi-agent system leveraging natural language processing (NLP) and large language models (LLMs) to analyze compl...|https://arxiv.org/abs/2507.03435v1|Yes
natural language recovery procedures|2406.10803v1|William Watson; Nicole Cho; Tucker Balch|HiddenTables &amp; PyQTax: A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies|2024|100|A myriad of different Large Language Models (LLMs) face a common challenge in contextually analyzing table question-answering tasks. These challenges ...|https://arxiv.org/abs/2406.10803v1|Yes
natural language recovery procedures|2408.14283v1|Andrea Busto-Castiñeira; Francisco J. González-Castaño; Silvia García-Méndez|Predictability and Causality in Spanish and English Natural Language Generation|2024|100|In recent years, the field of Natural Language Generation (NLG) has been boosted by the recent advances in deep learning technologies. Nonetheless, th...|https://arxiv.org/abs/2408.14283v1|No
natural language recovery procedures|2409.11353v3|Mengfei Liang; Archish Arun; Zekun Wu|THaMES: An End-to-End Tool for Hallucination Mitigation and Evaluation in Large Language Models|2024|100|Hallucination, the generation of factually incorrect content, is a growing challenge in Large Language Models (LLMs). Existing detection and mitigatio...|https://arxiv.org/abs/2409.11353v3|No
LLM procedure completeness analysis|2509.03518v1|Haoran Huan; Mihir Prabhudesai; Mengning Wu|Can LLMs Lie? Investigation beyond Hallucination|2025|130|Large language models (LLMs) have demonstrated impressive capabilities across a variety of tasks, but their increasing autonomy in real-world applicat...|https://arxiv.org/abs/2509.03518v1|No
LLM procedure completeness analysis|2507.22171v2|Zheng Zhang; Peilin Zhao; Deheng Ye|Enhancing Jailbreak Attacks on LLMs via Persona Prompts|2025|130|Jailbreak attacks aim to exploit large language models (LLMs) by inducing them to generate harmful content, thereby revealing their vulnerabilities. U...|https://arxiv.org/abs/2507.22171v2|No
LLM procedure completeness analysis|2510.18932v1|Hiroshi Nonaka; K. E. Perry|Evaluating LLM Story Generation through Large-scale Network Analysis of Social Structures|2025|130|Evaluating the creative capabilities of large language models (LLMs) in complex tasks often requires human assessments that are difficult to scale. We...|https://arxiv.org/abs/2510.18932v1|No
LLM procedure completeness analysis|2505.18541v1|Yongjie Wang; Jonathan Leung; Zhiqi Shen|RoleRAG: Enhancing LLM Role-Playing via Graph Guided Retrieval|2025|130|Large Language Models (LLMs) have shown promise in character imitation, enabling immersive and engaging conversations. However, they often generate co...|https://arxiv.org/abs/2505.18541v1|No
LLM procedure completeness analysis|2505.09142v1|Seungbeom Choi; Jeonghoe Goo; Eunjoo Jeon|ELIS: Efficient LLM Iterative Scheduling System with Response Length Predictor|2025|130|We propose ELIS, a serving system for Large Language Models (LLMs) featuring an Iterative Shortest Remaining Time First (ISRTF) scheduler designed to ...|https://arxiv.org/abs/2505.09142v1|No
LLM procedure completeness analysis|2502.11355v3|Rongwu Xu; Xiaojian Li; Shuo Chen|Nuclear Deployed: Analyzing Catastrophic Risks in Decision-making of Autonomous LLM Agents|2025|130|Large language models (LLMs) are evolving into autonomous decision-makers, raising concerns about catastrophic risks in high-stakes scenarios, particu...|https://arxiv.org/abs/2502.11355v3|No
LLM procedure completeness analysis|2509.11026v1|Ziang Li; Manasi Ganti; Zixian Ma|Rethinking Human Preference Evaluation of LLM Rationales|2025|130|Large language models (LLMs) often generate natural language rationales -- free-form explanations that help improve performance on complex reasoning t...|https://arxiv.org/abs/2509.11026v1|No
LLM procedure completeness analysis|2506.06500v1|Luyao Shi; Michael Kazda; Charles Schmitter|Improving LLM-Powered EDA Assistants with RAFT|2025|130|Electronic design engineers often struggle to efficiently access relevant information for tasks like design verification and technology development. W...|https://arxiv.org/abs/2506.06500v1|No
LLM procedure completeness analysis|2511.07568v1|Vincent Hsiao; Mark Roberts; Leslie Smith|Procedural Knowledge Improves Agentic LLM Workflows|2025|130|Large language models (LLMs) often struggle when performing agentic tasks without substantial tool support, prom-pt engineering, or fine tuning. Despi...|https://arxiv.org/abs/2511.07568v1|No
LLM procedure completeness analysis|2505.13479v1|Mohammad Akyash; Kimia Azar; Hadi Kamali|RTL++: Graph-enhanced LLM for RTL Code Generation|2025|130|As hardware design complexity escalates, there is an urgent need for advanced automation in electronic design automation (EDA). Traditional register t...|https://arxiv.org/abs/2505.13479v1|No
LLM procedure completeness analysis|2505.23061v1|Tarun Suresh; Debangshu Banerjee; Shubham Ugare|DINGO: Constrained Inference for Diffusion LLMs|2025|130|Diffusion LLMs have emerged as a promising alternative to conventional autoregressive LLMs, offering significant potential for improved runtime effici...|https://arxiv.org/abs/2505.23061v1|No
LLM procedure completeness analysis|2506.08726v2|Nelvin Tan; Zian Seng; Liang Zhang|Improved LLM Agents for Financial Document Question Answering|2025|130|Large language models (LLMs) have shown impressive capabilities on numerous natural language processing tasks. However, LLMs still struggle with numer...|https://arxiv.org/abs/2506.08726v2|No
LLM procedure completeness analysis|2505.08106v1| Jiashen;  Du; Jesse Yao|Are LLMs complicated ethical dilemma analyzers?|2025|130|One open question in the study of Large Language Models (LLMs) is whether they can emulate human ethical reasoning and act as believable proxies for h...|https://arxiv.org/abs/2505.08106v1|No
LLM procedure completeness analysis|2504.00029v1|Deepeka Garg; Sihan Zeng; Sumitra Ganesh|Generating Structured Plan Representation of Procedures with LLMs|2025|130|In this paper, we address the challenges of managing Standard Operating Procedures (SOPs), which often suffer from inconsistencies in language, format...|https://arxiv.org/abs/2504.00029v1|No
LLM procedure completeness analysis|2506.09554v2|Mayank Arya; Yogesh Simmhan|Understanding the Performance and Power of LLM Inferencing on Edge Accelerators|2025|130|Large Language Models (LLMs) have demonstrated exceptional benefits to a wide range of domains, for tasks as diverse as code generation and robot navi...|https://arxiv.org/abs/2506.09554v2|No
