arxiv_id,title,authors,publish_date,page_count,first_author_affiliation,relevance_score,abstract_summary
2410.04490,A Large-Scale Exploit Instrumentation Study of AI/ML Supply Chain Attacks,"Beatrice Casey, Joanna C. S. Santos, Mehdi Mirakhorli",2024-10-06,12,Northeastern University,9,Unsafe serialization exploitation across Hugging Face creating systematic supply chain vulnerabilities
2511.01395,Characterizing Build Compromises Through Vulnerability Disclosure Analysis,"Maimouna Tamah Diao, et al.",2025-11-03,13,University of Rennes,8,Analysis of 621 vulnerabilities showing 23.8% of supply chain attacks exploit build infrastructure
2511.13341,LLM-based Quantitative Framework for Evaluating Backdoor Risks in OSS Supply Chains,"Zihe Yan, Kai Luo, Haoyu Yang, Yang Yu, Zhuosheng Zhang, Guancheng Li",2025-11-17,10,Unknown,8,LLM-based evaluation of backdoor risks in open-source dependencies across 66 Debian packages
2511.12668,AI Bill of Materials and Beyond: Systematizing Security Assurance through the AI Risk Scanning (AIRS) Framework,"Samuel Nathanson, Alexander Lee, et al.",2025-11-01,13,NIST,8,Threat-model-based AI assurance framework aligned to MITRE ATLAS for model integrity
2510.08609,Which Is Better For Reducing Outdated and Vulnerable Dependencies: Pinning or Floating?,"Imranur Rahman, Jill Marley, William Enck, Laurie Williams",2025-10-23,11,NC State University,8,"Empirical evaluation of version constraint strategies across npm, PyPI, and Cargo ecosystems"
2509.07941,ImportSnare: Directed Code Manual Hijacking in Retrieval-Augmented Code Generation,"Kai Ye, Liangcai Su, Chenxiong Qian",2025-09-09,10,Tsinghua University,8,Poisoned documentation attacks on LLM-assisted development with 50%+ success rates
2502.06662,Pinning Is Futile: You Need More Than Local Dependency Versioning to Defend against Supply Chain Attacks,"Hao He, Bogdan Vasilescu, Christian Kästner",2025-02-10,14,Carnegie Mellon University,8,Counterfactual analysis showing pinning paradoxically increases risk in larger dependency graphs
2505.13804,QUT-DV25: A Dataset for Dynamic Analysis of Next-Gen Software Supply Chain Attacks,"Sk Tanzir Mehedi, Raja Jurdak, Chadni Islam, Gowri Ramachandran",2025-05-19,9,Queensland University of Technology,8,"Dynamic analysis dataset of 14,271 Python packages identifying 4 previously benign malicious packages"
2505.11016,GoLeash: Mitigating Golang Software Supply Chain Attacks with Runtime Policy Enforcement,"Carmine Cesarano, Martin Monperrus, Roberto Natella",2025-05-16,11,University of Naples Federico II,7,Package-level least privilege enforcement for Go ecosystems against malicious packages
2502.08219,Tracking Down Software Cluster Bombs: A Current State Analysis of the FLOSS Ecosystem,"Stefan Tatschner, et al.",2025-02-12,9,University of Applied Sciences Darmstadt,7,FLOSS repository analysis identifying supply chain attack susceptibilities for CRA compliance
2501.19012,Importing Phantoms: Measuring LLM Package Hallucination Vulnerabilities,"Arjun Krishna, Erick Galinkin, Leon Derczynski, Jeffrey Martin",2025-01-31,8,University of Copenhagen,7,LLM package hallucination analysis showing model-specific dependency vulnerability patterns
2502.04484,"An Empirical Analysis of Machine Learning Model and Dataset Documentation, Supply Chain, and Licensing Challenges on Hugging Face","Trevor Stalnaker, et al.",2025-02-01,11,College of William and Mary,8,"Analysis of 760,460 Hugging Face models identifying documentation and supply chain gaps"
2401.12443,Patch2QL: Discover Cognate Defects in Open Source Software Supply Chain With Auto-generated Static Analysis Rules,"Fuwei Wang, Yongzhi Liu, Zhiqiang Dong",2024-01-01,10,Unknown,7,Auto-generation of static analysis rules to detect defects and vulnerability propagation in OSS
