arxiv_id|authors|title|year|quality_score|summary|arxiv_url|pdf_downloaded
2507.08281v1|Ahmad Zaki Akmal and Azkario Rizky Pratama and Guntur Dharma Putra|Fast and Interactive Byzantine Fault-tolerant Web Services via Session-Based Consensus Decoupling|2025|170|Byzantine fault-tolerant (BFT) web services provide critical integrity guarantees for distributed applications but face significant latency challenges that hinder interactive user experiences. We prop...|https://arxiv.org/abs/2507.08281v1|True
2502.17485v1|Reza Fotohi and Fereidoon Shams Aliee and Bahar Farahani|Decentralized and Robust Privacy-Preserving Model Using Blockchain-Enabled Federated Deep Learning in Intelligent Enterprises|2025|170|In Federated Deep Learning (FDL), multiple local enterprises are allowed to train a model jointly. Then, they submit their local updates to the central server, and the server aggregates the updates to...|https://arxiv.org/abs/2502.17485v1|True
2503.00066v1|Shaojie Hou and Yuandou Wang and Zhiming Zhao|CrowdAL: Towards a Blockchain-empowered Active Learning System in Crowd Data Labeling|2025|100|Active Learning (AL) is a machine learning technique where the model selectively queries the most informative data points for labeling by human experts. Integrating AL with crowdsourcing leverages cro...|https://arxiv.org/abs/2503.00066v1|True
2508.02552v1|Siamak Abdi and Giuseppe Di Fatta and Atta Badii and Giancarlo Fortino|Blockchain Epidemic Consensus for Large-Scale Networks|2025|100|Blockchain is a distributed ledger technology that has applications in many domains such as cryptocurrency, smart contracts, supply chain management, and many others. Distributed consensus is a fundam...|https://arxiv.org/abs/2508.02552v1|True
2402.18386v3|Rohit Dwivedula and Sriram Sridhar and Sambhav Satija and Muthian Sivathanu and Nishanth Chandran and Divya Gupta and Satya Lokam|TrustRate: A Decentralized Platform for Hijack-Resistant Anonymous Reviews|2024|80|Reviews and ratings by users form a central component in several widely used products today (e.g., product reviews, ratings of online content, etc.), but today's platforms for managing such reviews ar...|https://arxiv.org/abs/2402.18386v3|True
2503.16972v2|Sandro Rodriguez Garzon and Carlo Segat and Axel Küpper|Governance of Ledger-Anchored Decentralized Identifiers|2025|100|A Decentralized Identifier (DID) empowers an entity to prove control over a unique and self-issued identifier without relying on any identity provider. The public key material for the proof is encoded...|https://arxiv.org/abs/2503.16972v2|True
2508.06325v1|Zelin Li and Ruohan Zong and Yifan Liu and Ruichen Yao and Yaokun Liu and Yang Zhang and Dong Wang|Anti-Tamper Protection for Unauthorized Individual Image Generation|2025|100|With the advancement of personalized image generation technologies, concerns about forgery attacks that infringe on portrait rights and privacy are growing. To address these concerns, protection pertu...|https://arxiv.org/abs/2508.06325v1|True
1905.01002v1|Pin-Yu Chen and Sutanay Choudhury and Luke Rodriguez and Alfred Hero and Indrajit Ray|Enterprise Cyber Resiliency Against Lateral Movement: A Graph Theoretic Approach|2019|50|Lateral movement attacks are a serious threat to enterprise security. In these attacks, an attacker compromises a trusted user account to get a foothold into the enterprise network and uses it to atta...|https://arxiv.org/abs/1905.01002v1|True
2304.02838v2|Nan Wang and Xuezhi Wen and Dalin Zhang and Xibin Zhao and Jiahui Ma and Mengxia Luo and Fan Xu and Sen Nie and Shi Wu and Jiqiang Liu|TBDetector:Transformer-Based Detector for Advanced Persistent Threats with Provenance Graph|2023|90|APT detection is difficult to detect due to the long-term latency, covert and slow multistage attack patterns of Advanced Persistent Threat (APT). To tackle these issues, we propose TBDetector, a tran...|https://arxiv.org/abs/2304.02838v2|True
2501.02796v1|Saba Fathi Rabooki and Bowen Li and Falih Gozi Febrinanto and Ciyuan Peng and Elham Naghizade and Fengling Han and Feng Xia|GraphDART: Graph Distillation for Efficient Advanced Persistent Threat Detection|2025|100|Cyber-physical-social systems (CPSSs) have emerged in many applications over recent decades, requiring increased attention to security concerns. The rise of sophisticated threats like Advanced Persist...|https://arxiv.org/abs/2501.02796v1|True
2501.06997v2|Wenhan Jiang and Tingting Chai and Hongri Liu and Kai Wang and Hongke Zhang|TFLAG:Towards Practical APT Detection via Deviation-Aware Learning on Temporal Provenance Graph|2025|130|Advanced Persistent Threat (APT) have grown increasingly complex and concealed, posing formidable challenges to existing Intrusion Detection Systems in identifying and mitigating these attacks. Recent...|https://arxiv.org/abs/2501.06997v2|True
2411.10279v1|Jiajun Zhou and Jiacheng Yao and Xuanze Chen and Shanqing Yu and Qi Xuan and Xiaoniu Yang|Lateral Movement Detection via Time-aware Subgraph Classification on Authentication Logs|2024|80|Lateral movement is a crucial component of advanced persistent threat (APT) attacks in networks. Attackers exploit security vulnerabilities in internal networks or IoT devices, expanding their control...|https://arxiv.org/abs/2411.10279v1|True
2502.06521v1|Wenhao Yan and Ning An and Wei Qiao and Weiheng Wu and Bo Jiang and Yuling Liu and Zhigang Lu and Junrong Liu|Sentient: Multi-Scenario Behavioral Intent Analysis for Advanced Persistent Threat Detection|2025|130|Advanced Persistent Threats (APTs) are challenging to detect due to their complexity and stealth. To mitigate such attacks, many approaches utilize provenance graphs to model entities and their depend...|https://arxiv.org/abs/2502.06521v1|True
2301.11524v3|Ayush Kumar and Vrizlynn L. L. Thing|RAPTOR: Advanced Persistent Threat Detection in Industrial IoT via Attack Stage Correlation|2023|80|Past Advanced Persistent Threat (APT) attacks on Industrial Internet-of-Things (IIoT), such as the 2016 Ukrainian power grid attack and the 2017 Saudi petrochemical plant attack, have shown the disrup...|https://arxiv.org/abs/2301.11524v3|True
2402.12743v1|Nan Xiao and Bo Lang and Ting Wang and Yikai Chen|APT-MMF: An advanced persistent threat actor attribution method based on multimodal and multilevel feature fusion|2024|80|Threat actor attribution is a crucial defense strategy for combating advanced persistent threats (APTs). Cyber threat intelligence (CTI), which involves analyzing multisource heterogeneous data from A...|https://arxiv.org/abs/2402.12743v1|True
2504.02313v1|Zhuoran Tan and Christos Anagnostopoulos and Jeremy Singer|Distributed Temporal Graph Learning with Provenance for APT Detection in Supply Chains|2025|100|Cyber supply chain, encompassing digital asserts, software, hardware, has become an essential component of modern Information and Communications Technology (ICT) provisioning. However, the growing int...|https://arxiv.org/abs/2504.02313v1|True
2501.02981v2|Atmane Ayoub Mansour Bahar and Kamel Soaid Ferrahi and Mohamed-Lamine Messai and Hamida Seba and Karima Amrouche|CONTINUUM: Detecting APT Attacks through Spatial-Temporal Graph Neural Networks|2025|100|Advanced Persistent Threats (APTs) represent a significant challenge in cybersecurity due to their sophisticated and stealthy nature. Traditional Intrusion Detection Systems (IDS) often fall short in ...|https://arxiv.org/abs/2501.02981v2|True
2309.08485v1|Huynh Thai Thi and Ngo Duc Hoang Son and Phan The Duy and Nghi Hoang Khoa and Khoa Ngo-Khanh and Van-Hau Pham|XFedHunter: An Explainable Federated Learning Framework for Advanced Persistent Threat Detection in SDN|2023|90|Advanced Persistent Threat (APT) attacks are highly sophisticated and employ a multitude of advanced methods and techniques to target organizations and steal sensitive and confidential information. AP...|https://arxiv.org/abs/2309.08485v1|True
2404.03162v1|Xiaoxiao Liu and Fan Xu and Nan Wang and Qinxin Zhao and Dalin Zhang and Xibin Zhao and Jiqiang Liu|LTRDetector: Exploring Long-Term Relationship for Advanced Persistent Threats Detection|2024|80|Advanced Persistent Threat (APT) is challenging to detect due to prolonged duration, infrequent occurrence, and adept concealment techniques. Existing approaches primarily concentrate on the observabl...|https://arxiv.org/abs/2404.03162v1|True
2312.01681v1|Ayush Kumar and Vrizlynn L. L. Thing|Malicious Lateral Movement in 5G Core With Network Slicing And Its Detection|2023|80|5G networks are susceptible to cyber attacks due to reasons such as implementation issues and vulnerabilities in 3GPP standard specifications. In this work, we propose lateral movement strategies in a...|https://arxiv.org/abs/2312.01681v1|True
2310.09831v1|Zian Jia and Yun Xiong and Yuhong Nan and Yao Zhang and Jinjing Zhao and Mi Wen|MAGIC: Detecting Advanced Persistent Threats via Masked Graph Representation Learning|2023|50|Advance Persistent Threats (APTs), adopted by most delicate attackers, are becoming increasing common and pose great threat to various enterprises and institutions. Data provenance analysis on provena...|https://arxiv.org/abs/2310.09831v1|True
2105.13442v1|Grant Ho and Mayank Dhiman and Devdatta Akhawe and Vern Paxson and Stefan Savage and Geoffrey M. Voelker and David Wagner|Hopper: Modeling and Detecting Lateral Movement (Extended Report)|2021|50|In successful enterprise attacks, adversaries often need to gain access to additional machines beyond their initial point of compromise, a set of internal movements known as lateral movement. We prese...|https://arxiv.org/abs/2105.13442v1|True
2410.17910v4|Wei Qiao and Yebo Feng and Teng Li and Zhuo Ma and Yulong Shen and JianFeng Ma and Yang Liu|Slot: Provenance-Driven APT Detection through Graph Reinforcement Learning|2024|80|Advanced Persistent Threats (APTs) represent sophisticated cyberattacks characterized by their ability to remain undetected within the victim system for extended periods, aiming to exfiltrate sensitiv...|https://arxiv.org/abs/2410.17910v4|True
2103.13615v1|Petter Holme and Jari Saramäki|A map of approaches to temporal networks|2021|50|The study of temporal networks is motivated by the simple and important observation that just as network structure can affect dynamics, so can structure in time. Just as network topology can teach us ...|https://arxiv.org/abs/2103.13615v1|True
1802.00259v1|Timo Schindler|Anomaly Detection in Log Data using Graph Databases and Machine Learning to Defend Advanced Persistent Threats|2018|50|Advanced Persistent Threats (APTs) are a main impendence in cyber security of computer networks. In 2015, a successful breach remains undetected 146 days on average, reported by [Fi16].With our work w...|https://arxiv.org/abs/1802.00259v1|True
1406.7762v1|M. Temporal and B. Canaud and W. J. Garbett and R. Ramis|Comparison between illumination model and hydrodynamic simulation for a Direct Drive laser irradiated target|2014|80|A spherical target irradiated by laser beams located at 49o and 131o with respect to the polar axis has been considered. The illumination model has been used to evaluate the irradiation non-uniformity...|https://arxiv.org/abs/1406.7762v1|True
2001.01525v2|Xueyuan Han and Thomas Pasquier and Adam Bates and James Mickens and Margo Seltzer|UNICORN: Runtime Provenance-Based Detector for Advanced Persistent Threats|2020|50|Advanced Persistent Threats (APTs) are difficult to detect due to their "low-and-slow" attack patterns and frequent use of zero-day exploits. We present UNICORN, an anomaly-based APT detector that eff...|https://arxiv.org/abs/2001.01525v2|True
2311.02331v1|Shaofei Li and Feng Dong and Xusheng Xiao and Haoyu Wang and Fei Shao and Jiedong Chen and Yao Guo and Xiangqun Chen and Ding Li|NODLINK: An Online System for Fine-Grained APT Attack Detection and Investigation|2023|80|Advanced Persistent Threats (APT) attacks have plagued modern enterprises, causing significant financial losses. To counter these attacks, researchers propose techniques that capture the complex and s...|https://arxiv.org/abs/2311.02331v1|True
2103.13604v1|Fariba Karimi and Petter Holme|A temporal network version of Watts's cascade model|2021|50|Threshold models of cascades in the social sciences and economics explain the spread of opinion and innovation due to social influence. In threshold cascade models, fads or innovations spread between ...|https://arxiv.org/abs/2103.13604v1|True
2406.12003v2|Hedyeh Nazari and Abbas Yazdinejad and Ali Dehghantanha and Fattane Zarrinkalam and Gautam Srivastava|P3GNN: A Privacy-Preserving Provenance Graph-Based Model for APT Detection in Software Defined Networking|2024|120|Software Defined Networking (SDN) has brought significant advancements in network management and programmability. However, this evolution has also heightened vulnerability to Advanced Persistent Threa...|https://arxiv.org/abs/2406.12003v2|True
2510.15188v2|Ahmed Aly and Essam Mansour and Amr Youssef|OCR-APT: Reconstructing APT Stories from Audit Logs using Subgraph Anomaly Detection and LLMs|2025|140|Advanced Persistent Threats (APTs) are stealthy cyberattacks that often evade detection in system-level audit logs. Provenance graphs model these logs as connected entities and events, revealing relat...|https://arxiv.org/abs/2510.15188v2|True
2309.09498v2|Yuntao Wang and Han Liu and Zhendong Li and Zhou Su and Jiliang Li|Combating Advanced Persistent Threats: Challenges and Solutions|2023|50|The rise of advanced persistent threats (APTs) has marked a significant cybersecurity challenge, characterized by sophisticated orchestration, stealthy execution, extended persistence, and targeting v...|https://arxiv.org/abs/2309.09498v2|True
2510.25863v2|Ken Huang and Kyriakos Rock Lambros and Jerry Huang and Yasir Mehmood and Hammad Atta and Joshua Beck and Vineeth Sai Narajala and Muhammad Zeeshan Baig and Muhammad Aziz Ul Haq and Nadeem Shahzad and Bhavya Gupta|AAGATE: A NIST AI RMF-Aligned Governance Platform for Agentic AI|2025|170|This paper introduces the Agentic AI Governance Assurance & Trust Engine (AAGATE), a Kubernetes-native control plane designed to address the unique security and governance challenges posed by autonomo...|https://arxiv.org/abs/2510.25863v2|True
2507.00096v1|Ailiya Borjigin and Wei Zhou and Cong He|AI-Governed Agent Architecture for Web-Trustworthy Tokenization of Alternative Assets|2025|170|Alternative Assets tokenization is transforming non-traditional financial instruments are represented and traded on the web. However, ensuring trustworthiness in web-based tokenized ecosystems poses s...|https://arxiv.org/abs/2507.00096v1|True
2511.19334v1|Axel Constant and Mahault Albarracin and Karl J. Friston|Normative active inference: A numerical proof of principle for a computational and economic legal analytic approach to AI governance|2025|130|This paper presents a computational account of how legal norms can influence the behavior of artificial intelligence (AI) agents, grounded in the active inference framework (AIF) that is informed by p...|https://arxiv.org/abs/2511.19334v1|True
2511.05511v1| Janet and  Lin and Liangwei Zhang|From Failure Modes to Reliability Awareness in Generative and Agentic AI System|2025|100|This chapter bridges technical analysis and organizational preparedness by tracing the path from layered failure modes to reliability awareness in generative and agentic AI systems. We first introduce...|https://arxiv.org/abs/2511.05511v1|True
2503.04827v1|Mahfuz Ahmed Anik and Abdur Rahman and Azmine Toushik Wasi and Md Manjurul Ahsan|Preserving Cultural Identity with Context-Aware Translation Through Multi-Agent AI Systems|2025|130|Language is a cornerstone of cultural identity, yet globalization and the dominance of major languages have placed nearly 3,000 languages at risk of extinction. Existing AI-driven translation models p...|https://arxiv.org/abs/2503.04827v1|True
2508.00159v2|Jobst Heitzig and Ram Potham|Model-Based Soft Maximization of Suitable Metrics of Long-Term Human Power|2025|100|Power is a key concept in AI safety: power-seeking as an instrumental goal, sudden or gradual disempowerment of humans, power balance in human-AI interaction and international AI governance. Power is a...|https://arxiv.org/abs/2508.00159v2|True
2507.15003v1|Hao Li and Haoxiang Zhang and Ahmed E. Hassan|The Rise of AI Teammates in Software Engineering (SE) 3.0: How Autonomous Coding Agents Are Reshaping Software Engineering|2025|170|The future of software engineering--SE 3.0--is unfolding with the rise of AI teammates: autonomous, goal-driven systems collaborating with human developers. Among these, autonomous coding agents are e...|https://arxiv.org/abs/2507.15003v1|True
2504.10915v2|Rajesh Ranjan and Shailja Gupta and Surya Narayan Singh|LOKA Protocol: A Decentralized Framework for Trustworthy and Ethical AI Agent Ecosystems|2025|100|The rise of autonomous AI agents, capable of perceiving, reasoning, and acting independently, signals a profound shift in how digital ecosystems operate, govern, and evolve. As these agents proliferat...|https://arxiv.org/abs/2504.10915v2|True
