query_name|arxiv_id|authors|title|year|quality_score|summary|arxiv_url|pdf_downloaded
infrastructure-as-code disaster recovery|2509.11097v1|Nhut Le; Ehsan Karimi; Maryam Rahnemoonfar|3DAeroRelief: The first 3D Benchmark UAV Dataset for Post-Disaster Assessment|2025|130|Timely assessment of structural damage is critical for disaster response and recovery. However, most prior work in natural disaster analysis relies on...|https://arxiv.org/abs/2509.11097v1|Yes
infrastructure-as-code disaster recovery|2505.21089v2|Junjue Wang; Weihao Xuan; Heli Qi|DisasterM3: A Remote Sensing Vision-Language Dataset for Disaster Damage Assessment and Response|2025|100|Large vision-language models (VLMs) have made great achievements in Earth vision. However, complex disaster scenes with diverse disaster types, geogra...|https://arxiv.org/abs/2505.21089v2|Yes
infrastructure-as-code disaster recovery|2502.18730v1|Chia-Fu Liu; Ali Mostafavi|Network dynamics of community resilience and recovery: new frontier in disaster research|2025|100|Disasters impact communities through interconnected social, spatial, and physical networks. Analyzing network dynamics is crucial for understanding re...|https://arxiv.org/abs/2502.18730v1|Yes
infrastructure-as-code disaster recovery|2505.20931v1|Ahmet Burak Ozyurt; Shreesh Mohalik; John S. Thompson|Analysis of Joint Radar and Communication in Disaster Scenarios|2025|100|With the increasing frequency and intensity of natural disasters, there is a necessity for advanced technologies that can provide reliable situational...|https://arxiv.org/abs/2505.20931v1|Yes
infrastructure-as-code disaster recovery|2410.18577v2|Huangbin Liang; Beatriz Moya; Francisco Chinesta|Resilience-based post disaster recovery optimization for infrastructure system via Deep Reinforcement Learning|2024|100|Infrastructure systems are critical in modern communities but are highly susceptible to various natural and man-made disasters. Efficient post-disaste...|https://arxiv.org/abs/2410.18577v2|Yes
automated infrastructure deployment recovery|2504.08172v1|Nithish Kumar Saravanan; Varun Jammula; Yezhou Yang|Enhanced Cooperative Perception Through Asynchronous Vehicle to Infrastructure Framework with Delay Mitigation for Connected and Automated Vehicles|2025|130|Perception is a key component of Automated vehicles (AVs). However, sensors mounted to the AVs often encounter blind spots due to obstructions from ot...|https://arxiv.org/abs/2504.08172v1|Yes
automated infrastructure deployment recovery|2504.06370v1|Kaitlyn Clancy; Siwen Xie; Griffin Smith|Automated Fabrication of Magnetic Soft Microrobots|2025|130|The advent of 3D printing has revolutionized many industries and has had similar improvements for soft robots. However, many challenges persist for th...|https://arxiv.org/abs/2504.06370v1|Yes
automated infrastructure deployment recovery|2501.14802v1|Mahesh Vaijainthymala Krishnamoorthy; Kuppusamy Vellamadam Palavesam; Siva Venkatesh Arcot|DNN-Powered MLOps Pipeline Optimization for Large Language Models: A Framework for Automated Deployment and Resource Management|2025|130|The exponential growth in the size and complexity of Large Language Models (LLMs) has introduced unprecedented challenges in their deployment and oper...|https://arxiv.org/abs/2501.14802v1|Yes
automated infrastructure deployment recovery|2503.16038v1|Adarsh Saxena; Sudhakar Singh; Shiv Prakash|DevOps Automation Pipeline Deployment with IaC (Infrastructure as Code)|2025|100|DevOps pipeline is a set of automated tasks or processes or jobs that has tasks assigned to execute automatically that allow the Development team and ...|https://arxiv.org/abs/2503.16038v1|Yes
automated infrastructure deployment recovery|2503.23914v1|Louison Duboz; Ioan Cristinel Raileanu; Jette Krause|Scenarios for the Deployment of Automated Vehicles in Europe|2025|100|The deployment of Automated Vehicles (AVs) is expected to address road transport externalities (e.g., safety, traffic, environmental impact, etc.). Fo...|https://arxiv.org/abs/2503.23914v1|Yes
automated infrastructure deployment recovery|2405.01888v1|Felix Klement; Alessandro Brighente; Michele Polese|Securing the Open RAN Infrastructure: Exploring Vulnerabilities in Kubernetes Deployments|2024|100|In this paper, we investigate the security implications of virtualized and software-based Open Radio Access Network (RAN) systems, specifically focusi...|https://arxiv.org/abs/2405.01888v1|Yes
automated infrastructure deployment recovery|2506.10642v1|Tim Kraus; Axel Sauer; Ingo Feldner|Deployment of Containerized Simulations in an API-Driven Distributed Infrastructure|2025|100|The increasingly dynamic market for embedded systems makes virtual prototypes an indispensable tool for hardware/software codesign. The broad acceptan...|https://arxiv.org/abs/2506.10642v1|Yes
automated infrastructure deployment recovery|2410.18577v2|Huangbin Liang; Beatriz Moya; Francisco Chinesta|Resilience-based post disaster recovery optimization for infrastructure system via Deep Reinforcement Learning|2024|100|Infrastructure systems are critical in modern communities but are highly susceptible to various natural and man-made disasters. Efficient post-disaste...|https://arxiv.org/abs/2410.18577v2|Yes
automated infrastructure deployment recovery|2506.05623v2|Tianyi Zhang; Shidong Pan; Zejun Zhang|Deployability-Centric Infrastructure-as-Code Generation: Fail, Learn, Refine, and Succeed through LLM-Empowered DevOps Simulation|2025|100|Infrastructure-as-Code (IaC) generation holds significant promise for automating cloud infrastructure provisioning. Recent advances in Large Language ...|https://arxiv.org/abs/2506.05623v2|Yes
automated infrastructure deployment recovery|2410.06033v2|Vivek Sujan; Junchaun Fan; Gurneesh Jatana|Nationally Scalable Hydrogen Fueling Infrastructure Deployment: A Megaregion Analysis and Optimization Approach|2024|100|Decarbonizing regional and long-haul freight faces challenges due to the limitations of battery-electric vehicles and infrastructure. Hydrogen fuel ce...|https://arxiv.org/abs/2410.06033v2|Yes
automated infrastructure deployment recovery|2507.22433v1|Olaf Op den Camp; Erwin de Gelder|Operationalization of Scenario-Based Safety Assessment of Automated Driving Systems|2025|100|Before introducing an Automated Driving System (ADS) on the road at scale, the manufacturer must conduct some sort of safety assurance. To structure a...|https://arxiv.org/abs/2507.22433v1|Yes
automated infrastructure deployment recovery|2403.15857v2|Hassan Sartaj; Asmar Muqeet; Muhammad Zohaib Iqbal|Automated System-level Testing of Unmanned Aerial Systems|2024|100|Unmanned aerial systems (UAS) rely on various avionics systems that are safety-critical and mission-critical. A major requirement of international saf...|https://arxiv.org/abs/2403.15857v2|Yes
automated infrastructure deployment recovery|2510.20211v1|Zhenning Yang; Hui Guan; Victor Nicolet|Automated Cloud Infrastructure-as-Code Reconciliation with AI Agents|2025|100|Cloud infrastructure is managed through a mix of interfaces -- traditionally, cloud consoles, command-line interfaces (CLI), and SDKs are the tools of...|https://arxiv.org/abs/2510.20211v1|Yes
automated infrastructure deployment recovery|2409.13798v1|C. Barbagallo; P. Duchesne; W. Kaabi|HOM-Damping Studies in a Multi-Cell Elliptical Superconducting RF Cavity for the Multi-Turn Energy Recovery Linac PERLE|2024|100|Higher order mode (HOM) damping is a crucial issue for the next generation of high-current energy recovery linacs (ERLs). Beam-induced HOMs can store ...|https://arxiv.org/abs/2409.13798v1|Yes
automated infrastructure deployment recovery|2507.20685v1|Marcus Nolte; Nayel Fabian Salem; Olaf Franke|What's Really Different with AI? -- A Behavior-based Perspective on System Safety for Automated Driving Systems|2025|100|Assuring safety for ``AI-based'' systems is one of the current challenges in safety engineering. For automated driving systems, in particular, further...|https://arxiv.org/abs/2507.20685v1|Yes
IaC validation and testing|2509.05303v1|Sam Davidson; Li Sun; Bhavana Bhasker|Multi-IaC-Eval: Benchmarking Cloud Infrastructure as Code Across Multiple Formats|2025|130|Infrastructure as Code (IaC) is fundamental to modern cloud computing, enabling teams to define and manage infrastructure through machine-readable con...|https://arxiv.org/abs/2509.05303v1|Yes
IaC validation and testing|2501.17461v1|Shaker Mahmud Khandaker; Fitsum Kifetew; Davide Prandi|AugmenTest: Enhancing Tests with LLM-Driven Oracles|2025|130|Automated test generation is crucial for ensuring the reliability and robustness of software applications while at the same time reducing the effort n...|https://arxiv.org/abs/2501.17461v1|Yes
IaC validation and testing|2512.14792v1|Roman Nekrasov; Stefano Fossati; Indika Kumara|IaC Generation with LLMs: An Error Taxonomy and A Study on Configuration Knowledge Injection|2025|130|Large Language Models (LLMs) currently exhibit low success rates in generating correct and intent-aligned Infrastructure as Code (IaC). This research ...|https://arxiv.org/abs/2512.14792v1|Yes
IaC validation and testing|2502.07719v2|Qurban Ali; Andrea Stocco; Leonardo Mariani|OpenCat: Improving Interoperability of ADS Testing|2025|130|Testing Advanced Driving Assistance Systems (ADAS), such as lane-keeping functions, requires creating road topologies or using predefined benchmarks. ...|https://arxiv.org/abs/2502.07719v2|Yes
IaC validation and testing|2503.05378v2|Iva Kertusha; Gebremariem Assress; Onur Duman|A Survey on Web Testing: On the Rise of AI and Applications in Industry|2025|130|Web application testing is an essential practice to ensure the reliability, security, and performance of web systems in an increasingly digital world....|https://arxiv.org/abs/2503.05378v2|Yes
IaC validation and testing|2501.07954v1|Patric Feldmeier; Katrin Schmelz; Gordon Fraser|Many-Objective Neuroevolution for Testing Games|2025|130|Generating tests for games is challenging due to the high degree of randomisation inherent to games and hard-to-reach program states that require soph...|https://arxiv.org/abs/2501.07954v1|Yes
IaC validation and testing|2502.09460v1|Matias Duran; Thomas Laurent; Ellen Rushe|Metamorphic Testing for Pose Estimation Systems|2025|130|Pose estimation systems are used in a variety of fields, from sports analytics to livestock care. Given their potential impact, it is paramount to sys...|https://arxiv.org/abs/2502.09460v1|Yes
IaC validation and testing|2509.18790v1|Aicha War; Adnan A. Rawass; Abdoul K. Kabore|Detection of security smells in IaC scripts through semantics-aware code and language processing|2025|130|Infrastructure as Code (IaC) automates the provisioning and management of IT infrastructure through scripts and tools, streamlining software deploymen...|https://arxiv.org/abs/2509.18790v1|Yes
IaC validation and testing|2507.07872v2|Daniel Betschinske; Steven Peters|Improving AEBS Validation Through Objective Intervention Classification Leveraging the Prediction Divergence Principle|2025|130|The safety validation of automatic emergency braking system (AEBS) requires accurately distinguishing between false positive (FP) and true positive (T...|https://arxiv.org/abs/2507.07872v2|Yes
IaC validation and testing|2503.23466v1|Max Hort; Leon Moonen|Codehacks: A Dataset of Adversarial Tests for Competitive Programming Problems Obtained from Codeforces|2025|130|Software is used in critical applications in our day-to-day life and it is important to ensure its correctness. One popular approach to assess correct...|https://arxiv.org/abs/2503.23466v1|Yes
IaC validation and testing|2504.04921v1|Katja Karhu; Jussi Kasurinen; Kari Smolander|Expectations vs Reality -- A Secondary Study on AI Adoption in Software Testing|2025|130|In the software industry, artificial intelligence (AI) has been utilized more and more in software development activities. In some activities, such as...|https://arxiv.org/abs/2504.04921v1|No
IaC validation and testing|2501.11550v1|Daniel Schwendner; Maximilian Jungwirth; Martin Gruber|Practical Pipeline-Aware Regression Test Optimization for Continuous Integration|2025|130|Massive, multi-language, monolithic repositories form the backbone of many modern, complex software systems. To ensure consistent code quality while s...|https://arxiv.org/abs/2501.11550v1|No
IaC validation and testing|2511.02810v1|Suddhasvatta Das; Kevin Gary|Formalizing Regression Testing for Agile and Continuous Integration Environments|2025|130|Software developed using modern agile practices delivers a stream of software versions that require continuous regression testing rather than testing ...|https://arxiv.org/abs/2511.02810v1|No
IaC validation and testing|2507.10541v2|Zhuoshi Pan; Qizhi Pei; Yu Li|REST: Stress Testing Large Reasoning Models by Asking Multiple Problems at Once|2025|130|Recent Large Reasoning Models (LRMs) have achieved remarkable progress on task-specific benchmarks, yet their evaluation methods remain constrained by...|https://arxiv.org/abs/2507.10541v2|No
IaC validation and testing|2509.16595v2|Jiaming Ye; Xiongfei Wu; Shangzhou Xia|Is Measurement Enough? Rethinking Output Validation in Quantum Program Testing|2025|130|As quantum computing continues to emerge, ensuring the quality of quantum programs has become increasingly critical. Quantum program testing has emerg...|https://arxiv.org/abs/2509.16595v2|No
version control infrastructure procedures|2503.13407v4|Robin Strässer; Manuel Schaller; Julian Berberich|Kernel-based error bounds of bilinear Koopman surrogate models for nonlinear data-driven control|2025|130|We derive novel deterministic bounds on the approximation error of data-based bilinear surrogate models for unknown nonlinear systems. The surrogate m...|https://arxiv.org/abs/2503.13407v4|No
version control infrastructure procedures|2503.19994v1|James Dallas; John Talbot; Makoto Suminaka|Control Barrier Functions for Shared Control and Vehicle Safety|2025|130|This manuscript presents a control barrier function based approach to shared control for preventing a vehicle from entering the part of the state spac...|https://arxiv.org/abs/2503.19994v1|No
version control infrastructure procedures|2407.13257v5|Johannes Köhler; Melanie N. Zeilinger|Predictive control for nonlinear stochastic systems: Closed-loop guarantees with unbounded noise|2024|100|We present a stochastic model predictive control framework for nonlinear systems subject to unbounded process noise with closed-loop guarantees. First...|https://arxiv.org/abs/2407.13257v5|No
version control infrastructure procedures|2510.14787v2|Lorenzo Zino; Alessandro Casu; Alessandro Rizzo|A Human-Vector Susceptible-Infected-Susceptible Model for Analyzing and Controlling the Spread of Vector-Borne Diseases|2025|100|We propose an epidemic model for the spread of vector-borne diseases. The model, which is built extending the classical susceptible-infected-susceptib...|https://arxiv.org/abs/2510.14787v2|No
version control infrastructure procedures|2501.17614v1|Filiberto Fele; José M. Maestre; Eduardo F. Camacho|Coalitional control: a bottom-up approach|2025|100|The recent major developments in information technologies have opened interesting possibilities for the effective management of multi-agent systems. I...|https://arxiv.org/abs/2501.17614v1|No
version control infrastructure procedures|2407.09305v2|Lorenzo Zino; Mengbin Ye; Giuseppe Carlo Calafiore|Equilibrium Selection in Replicator Equations Using Adaptive-Gain Control|2024|100|In this paper, we deal with the equilibrium selection problem, which amounts to steering a population of individuals engaged in strategic game-theoret...|https://arxiv.org/abs/2407.09305v2|No
version control infrastructure procedures|2509.02839v2|Robin Strässer; Karl Worthmann; Igor Mezić|An overview of Koopman-based control: From error bounds to closed-loop guarantees|2025|100|Controlling nonlinear dynamical systems remains a central challenge in a wide range of applications, particularly when accurate first-principle models...|https://arxiv.org/abs/2509.02839v2|No
version control infrastructure procedures|2403.06312v2|Ruzanna Mat Jusoh; Konstantinos Ampountolas|Multi-gated perimeter flow control for monocentric cities: Efficiency and equity|2024|100|A control scheme for the multi-gated perimeter traffic flow control problem of cities is presented. The proposed scheme determines feasible and optima...|https://arxiv.org/abs/2403.06312v2|No
version control infrastructure procedures|2512.11481v1|Severin Beger; Sandra Hirche|A Robust Model Predictive Control Method for Networked Control Systems|2025|100|Robustly compensating network constraints such as delays and packet dropouts in networked control systems is crucial for remotely controlling dynamica...|https://arxiv.org/abs/2512.11481v1|No
version control infrastructure procedures|2410.13389v4|Alessio Dallabona; Patrik Schermann; Mogens Blanke|Dynamic Input Mapping Inversion to Eliminate Algebraic Loops in Hydraulic Actuator Control|2024|100|The application of nonlinear control schemes to electro-hydraulic actuators often requires several alterations in the design of the controllers during...|https://arxiv.org/abs/2410.13389v4|No
version control infrastructure procedures|2411.03875v6|Robin Strässer; Julian Berberich; Frank Allgöwer|Koopman-based control using sum-of-squares optimization: Improved stability guarantees and data efficiency|2024|70|In this paper, we propose a novel controller design approach for unknown nonlinear systems using the Koopman operator. In particular, we use the recen...|https://arxiv.org/abs/2411.03875v6|No
version control infrastructure procedures|2412.00736v1|Julian Berberich; Robert L. Kosut; Thomas Schulte-Herbrüggen|Bringing Quantum Systems under Control: A Tutorial Invitation to Quantum Computing and Its Relation to Bilinear Control Systems|2024|70|Quantum computing comes with the potential to push computational boundaries in various domains including, e.g., cryptography, simulation, optimization...|https://arxiv.org/abs/2412.00736v1|No
version control infrastructure procedures|2403.17711v1|Jan Schneider; Julian Berberich|Using quantum computers in control: interval matrix properties|2024|70|Quantum computing provides a powerful framework for tackling computational problems that are classically intractable. The goal of this paper is to exp...|https://arxiv.org/abs/2403.17711v1|No
version control infrastructure procedures|2403.06640v2|Zixing Wang; Yongkang Huo; Fulvio Forni|Passive iFIR Filters for Data-Driven Control|2024|70|We consider the design of a new class of passive iFIR controllers given by the parallel action of an integrator and a finite impulse response filter. ...|https://arxiv.org/abs/2403.06640v2|No
version control infrastructure procedures|2406.02709v1|Max H. Cohen; Ryan K. Cosner; Aaron D. Ames|Constructive Safety-Critical Control: Synthesizing Control Barrier Functions for Partially Feedback Linearizable Systems|2024|70|Certifying the safety of nonlinear systems, through the lens of set invariance and control barrier functions (CBFs), offers a powerful method for cont...|https://arxiv.org/abs/2406.02709v1|No
